target_id	length	eff_length	est_counts	tpm
CLUG_00001T0	1842	1724.18	2529	105.993
CLUG_00002T0	1425	1317.47	300	16.4548
CLUG_00003T0	1767	1813.86	126	5.0197
CLUG_00004T0	1752	1631.99	172	7.6159
CLUG_00005T0	1113	997.749	325	23.5382
CLUG_00006T0	954	923.652	244	19.0894
CLUG_00007T0	1323	1223.33	47	2.7763
CLUG_00008T0	1104	1059.27	157	10.7104
CLUG_00009T0	873	744.762	65	6.30677
CLUG_00010T0	750	560.88	100	12.8837
CLUG_00011T0	1803	1774.52	262	10.6692
CLUG_00012T0	1413	1321.94	63	3.44382
CLUG_00013T0	1518	1472.41	3299	161.907
CLUG_00014T0	1086	1103.97	382	25.0045
CLUG_00015T0	1638	1812.43	554	22.0881
CLUG_00016T0	951	884.053	513	41.9324
CLUG_00017T0	1008	908.851	570	45.3203
CLUG_00018T0	1467	1394.34	1914	99.1935
CLUG_00019T0	1095	943.156	17062	1307.25
CLUG_00020T0	1014	795.04	236	21.4503
CLUG_00021T0	435	278.166	187	48.5789
CLUG_00022T0	990	917.933	6006	472.808
CLUG_00023T0	453	235.079	9380	2883.37
CLUG_00024T0	666	514.282	4940	694.123
CLUG_00025T0	1371	1177.37	182	11.1704
CLUG_00026T0	4206	4104.09	253	4.45466
CLUG_00027T0	1698	1712.23	157	6.62594
CLUG_00028T0	858	791.449	15	1.36955
CLUG_00029T0	1359	1203.19	263	15.7955
CLUG_00030T0	594	407.488	2661	471.891
CLUG_00031T0	207	58.063	444	552.579
CLUG_00032T0	1227	1419.34	1027	52.2872
CLUG_00033T0	711	637.541	437	49.5318
CLUG_00034T0	2391	2453.9	10737	316.182
CLUG_00035T0	2817	2725.96	279	7.39599
CLUG_00036T0	5670	6285.48	720	8.27762
CLUG_00037T0	1224	1195.14	73	4.41382
CLUG_00038T0	798	769.821	198	18.586
CLUG_00039T0	1191	1177.77	64	3.92674
CLUG_00040T0	555	455.665	104	16.493
CLUG_00041T0	1380	1487.13	293	14.2374
CLUG_00042T0	1089	956.505	556	42.0048
CLUG_00043T0	2451	2625.99	172	4.73311
CLUG_00044T0	2508	2694.94	179	4.79972
CLUG_00045T0	660	529.135	460	62.8206
CLUG_00046T0	1218	1134.1	80	5.09743
CLUG_00047T0	1443	1547.24	5561	259.721
CLUG_00048T0	1248	1187.49	1109	67.486
CLUG_00049T0	1677	1633.63	1154	51.0461
CLUG_00050T0	1374	1321.06	607	33.203
CLUG_00051T0	978	863.219	23581	1974.02
CLUG_00052T0	4236	4589.19	1030	16.2186
CLUG_00053T0	1485	1418.1	224	11.4144
CLUG_00054T0	1476	1449.94	237	11.8116
CLUG_00055T0	1056	1003.64	429	30.888
CLUG_00056T0	2169	2298.39	696	21.8825
CLUG_00057T0	1629	1405.12	1917	98.5869
CLUG_00058T0	930	826.192	211	18.4549
CLUG_00059T0	717	621.949	255	29.6276
CLUG_00060T0	1044	1062.33	94	6.39411
CLUG_00061T0	960	912.983	153	12.1099
CLUG_00062T0	1170	1064.46	198	13.4414
