"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_00001T0",111.501916219812,110.146807185402,89.9403135768934,111.487062962567,127.576655489109,113.678565488948,62.1570847635349,105.688177037931,94.3815959540188,112.656227499465,111.97806856557,152.675617786344,130.815300761989,158.854194950088,102.285037508818,105.992969712727,135.802196424509,150.307441328082,148.77162356751,154.776061651343,147.492047934849,147.883736384213,220.082358944418,222.630263684406
"CLUG_00002T0",45.6547770676309,40.5711960374094,11.6210993011108,13.6129236325044,67.578398638024,66.6647727798119,8.04385836751327,15.0487217461986,48.3333022033954,54.6142461848928,22.3438010722513,19.4597231755404,66.4899481649668,58.3033147879949,9.43677991139095,16.454776158821,67.7466417417303,63.9553413403246,35.1793935290069,34.8535342634284,54.3166039287552,53.8204960923684,28.2230710317453,25.8207233215016
"CLUG_00003T0",28.6166082044614,27.4539932894628,3.86547907258732,4.75779015406593,40.0132421053608,34.6524765740485,4.99779858625871,6.34514938151513,25.7506699373289,30.2941865863793,4.34420509386601,4.99485277402067,22.8249579601242,22.4864594358515,2.6880317032561,5.01970201642423,28.0932726925466,35.8141656346483,1.54800401384058,2.17101597234035,23.3627132513692,24.1806616897073,0.788684063856999,0.717802606488241
"CLUG_00004T0",167.886570643941,187.929647055221,6.07112126118496,5.9758043215217,145.255543697354,134.421882638465,2.78026419796056,3.95684100974197,161.469855126764,150.711758935715,5.55633611017279,3.25931183044608,107.334097488347,91.506764014975,2.59548741192317,7.61589982202446,114.396634340315,127.09780185354,6.19816385276527,3.79548536328763,96.2878980204547,100.974905626947,0.921551896252608,0.451469422612808
"CLUG_00005T0",40.0853467461316,30.0072832124356,6.52959643854251,6.38197806960456,57.9368084890373,57.1618670972212,6.64876156465115,10.3497688457432,44.6311900403862,46.9612712122603,8.40058460383097,11.6190124684313,49.9281998835168,43.9690748879211,12.0289400762054,23.5381948457608,57.2262560230836,47.3165848674435,16.8933409000962,20.348546549528,43.302447315325,42.3414711463192,11.1430099371638,8.40534151939087
"CLUG_00006T0",20.7393063193896,18.1766939587013,6.79730885732309,6.00651448491533,46.5665928805491,42.1314950901851,3.74437115988704,9.07561270296807,30.1324522994688,38.3623444102783,7.95317632005957,9.85105014477372,36.3560743893078,30.1502832248518,11.1597513412057,19.0893991313949,39.4612509724382,34.2286751734395,10.7588347961437,17.8363035481571,31.9082202648513,33.0618470911606,9.87756817712161,7.27205244884882
"CLUG_00007T0",27.1977147596216,24.7687141272491,1.96521173672655,1.7798450725594,33.371792929647,36.4805833755408,2.19123473897312,2.10151211744666,27.1791241670875,29.0576757798409,1.96616196880152,1.85127417646933,25.36609437747,22.2149219690823,0.407741835022354,2.77629815261812,32.8053771364924,28.4748118142473,2.10880430689431,2.82766437119327,27.6147634149962,25.8755161316928,0.946114713389957,0.681279065967374
"CLUG_00008T0",10.6674435406966,7.18828246786726,3.69510346882684,3.05471848925941,13.1655645081748,13.2245584018508,3.18533390311542,5.8687341292364,11.3309873349527,12.1917648652251,4.00314214740883,4.6602604218515,11.2700672258418,10.8216897268851,6.53963574805475,10.7103917491689,13.5989626987568,13.5624966356541,5.30434627355348,6.99521294951746,11.709451822108,11.3688012586599,11.68571788294,11.737888128848
"CLUG_00009T0",18.3112979958669,11.7390688633823,9.65195666874133,10.9256731164882,20.7497009263086,21.0954611722724,9.25891059184479,18.3216722067597,13.9152059034829,18.7532328148794,14.0685451579661,13.1951090821904,21.9191978127377,23.9685884223304,5.6253189280823,6.30676665851605,21.4620004093791,25.4788391219496,22.6657974549249,23.6535332986814,20.9762780600633,25.0660656012381,60.3065867801969,62.2254487651397
"CLUG_00010T0",20.5711853302203,14.0009103269269,8.5724501608186,10.0395848065518,20.8852684217535,28.4835447449544,12.375064045682,18.4239805908722,17.4788754075092,21.5722523922559,12.9728466580949,16.0593342015523,21.670506325801,21.4597241343763,10.4836534937623,12.8837045151443,27.524964436189,26.1766705248206,12.2743717257551,19.5658720065202,30.0861003692718,31.1290453572056,35.1185872762314,31.7508756343114
