"LOCUS","L1B.r1.gsnap","L1B.r2.gsnap","L1B_benomyl.r1.gsnap","L1B_benomyl.r2.gsnap","L4C.r1.gsnap","L4C.r2.gsnap","L4C_benomyl.r1.gsnap","L4C_benomyl.r2.gsnap","U10D.r1.gsnap","U10D.r2.gsnap","U10D_benomyl.r1.gsnap","U10D_benomyl.r2.gsnap","U3B.r1.gsnap","U3B.r2.gsnap","U3B_benomyl.r1.gsnap","U3B_benomyl.r2.gsnap","U3E.r1.gsnap","U3E.r2.gsnap","U3E_benomyl.r1.gsnap","U3E_benomyl.r2.gsnap","U5C.r1.gsnap","U5C.r2.gsnap","U5C_benomyl.r1.gsnap","U5C_benomyl.r2.gsnap"
"CLUG_05012",160.574608346464,6.65262013443995,106.162194600911,125.550938443044,6.40988532514844,3.49855587388095,14.5219900271271,20.1682521153746,7.68495771992428,3.97157149126552,16.3997605634958,19.5875471951068,6.10334426645736,123.022458236531,42.7600588584292,99.5419067130489,4.53895667064184,159.862704745897,84.5817996883431,4.12302767376175,3.92661365738229,8.08428935373553,14.8167629447576,22.252715481003
"CLUG_05013",240.026553285524,84.5833131378793,55.0841575759445,55.409814166197,244.977804770517,535.084684488569,76.5516331429985,84.5436831099037,805.212792209844,365.136353978224,145.618563624143,148.430079856254,459.988712882003,332.426153335546,140.355933938085,92.0941669302021,341.616212579886,337.79684568046,89.4407541385245,89.4046000836758,385.634793930282,379.323366255538,39.079212266798,71.4685752674549
"CLUG_05010",51.4210017479428,1.26716573989332,29.2446800221378,23.436175176035,4.00617832821778,3.69292008909656,6.22371001162589,20.9831309887231,1.1385122548036,1.24111609102048,40.7166469162654,22.4168595677333,1.6275584710553,21.7723199468968,52.0643309248466,72.1857855875923,1.43335473809742,42.6962503358606,29.5136492529538,7.81205243449594,0.619991630112993,0.850977826709003,9.44568637728294,8.12142900766533
"CLUG_05011",15.7790077565889,0.633582869946662,78.9205748542623,81.022205608578,0.400617832821778,0.388728430431216,143.560244268171,112.249564803752,1.4231403185045,0,128.6532940757,159.312050520202,0.203444808881912,23.0113950658259,226.074014890399,154.683826259126,1.67224719444699,28.7951455753479,43.0107449479021,37.9752548899108,0.413327753408662,0,39.2644218036075,59.6112889162635
"CLUG_02048",4.08397847817596,4.43508008962663,3.40520246833112,1.67401251257393,3.80586941180689,4.6647411651746,0.414914000775059,3.87067464840523,5.69256127401798,5.212687582286,8.76538926669602,4.35278826557928,3.25511694211059,2.65516096913375,5.14704412184796,9.02322319844904,3.34449438889399,3.37598258469596,0.539883827797935,1.08500728256888,13.2264881090772,12.764667400635,2.4077239785231,1.94914296183968
"CLUG_02049",77.5955910853433,151.109514482279,18.0275424794,17.911933884541,127.797088670147,137.998592803082,28.4216090530916,22.8166084537572,134.629074130525,161.096868614458,40.7166469162654,29.8165996192181,54.7266535892343,40.8894789246598,2.77148529637967,8.73677166833954,111.3238846589,90.9529425759263,2.15953531119174,6.72704515192706,313.302437083766,313.585329142268,7.59359100918824,5.19771456490581
"CLUG_05014",14.6651954443591,1.90074860983999,57.4878299065312,64.2820804828388,0,0.971821076078041,295.003854551067,287.041083136998,0.284628063700899,0.49644643640819,154.38395289084,231.785975142097,0.610334426645736,12.744772651842,119.371830979781,93.5264245807495,1.67224719444699,21.4474187733625,245.827102923993,335.05024885727,0.206663876704331,1.48921119674075,73.8986051869783,20.7908582596232
"CLUG_05015",79.8232157098029,4.1182886546533,77.3181266338712,61.1014567089483,2.60401591334156,3.88728430431216,6.84608101278848,11.4083042268786,3.70016482811169,1.98578574563276,9.33089825164415,9.79377359755338,3.25511694211059,27.9676955415422,31.4761544374548,43.540632576643,1.91113965079656,38.7245061185713,85.3016447920736,3.68902476073419,2.6866303971563,2.34018902344976,9.81610545090188,17.5422866565571
"CLUG_02044",13.737018517501,3.16791434973331,3.60550849588001,1.84141376383132,3.40525157898511,2.91546322823412,0,1.42603802835982,2.84628063700899,1.73756252742867,1.13101796989626,0.652918239836892,0,1.59309658148025,7.12667647640486,9.73935202372277,0.477784912699141,0,1.79961275932645,0.868005826055104,0.413327753408662,1.91470011009526,2.03730490490416,2.92371444275952
"CLUG_02045",0.371270770743269,3.16791434973331,0.600918082646668,1.50661126131653,0.400617832821778,0.388728430431216,1.45219900271271,2.44463662004541,2.84628063700899,1.24111609102048,0,0,0.813779235527648,0.177010731275584,0.791852941822762,1.00258035538323,1.19446228174785,2.38304653037362,3.23930296678761,1.30200873908266,0.826655506817325,0.425488913354501,0.370419073618939,0.48728574045992
"CLUG_02046",9.653040039325,0,1.80275424794,2.67842002011828,0.801235665643556,0.777456860862433,1.65965600310024,0,0.569256127401798,0,2.26203593979252,0.435278826557928,0.610334426645736,5.48733266954309,1.97963235455691,5.29935330702563,0,12.5109942844615,2.69941913898967,0.868005826055104,0.619991630112993,0.638233370031752,2.22251444171363,0
"CLUG_02047",147.023225214335,6.65262013443995,28.84406796704,36.9956765278838,14.6225508979949,11.6618529129365,0.622371001162589,3.25951549339388,13.6621470576432,10.1771519463679,1.97928144731846,3.69987002574239,5.49300983981163,116.827082641885,2.1775955900126,5.15612754197088,10.9890529920802,185.083280525684,47.8696993980835,5.20803495633063,20.4597237937288,24.2528680612066,3.70419073618939,1.62428580153307
"CLUG_02040",87.6199018954115,8.2365773093066,72.7110880002468,85.8768418950424,3.80586941180689,2.52673479780291,8.29828001550119,16.0938577486323,5.12330514661619,5.212687582286,3.11029941721472,8.4879371178796,5.89989945757545,67.9721208098241,14.055389717354,42.1083749260955,6.92788123413754,85.9882623043146,88.3609864829286,9.33106263009237,4.95993304090395,6.16958924364027,24.2624493220405,42.2314308398597
"CLUG_02041",10.0243108100683,0,4.20642657852667,5.35684004023656,1.60247133128711,1.16618529129365,3.31931200620047,7.94506901514758,1.7077683822054,1.24111609102048,4.52407187958504,3.91750943902135,0.813779235527648,12.2137404580153,13.8574264818983,14.4658022705294,1.91113965079656,19.6601338755823,6.29864465764257,3.47202330422042,0.413327753408662,0.638233370031752,9.26047684047347,8.77114332827855
