"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_00001T0",153.028969429696,161.158220397179,121.683403675736,144.442965818605,186.185156225322,161.699620557369,84.9358605203335,133.557347250554,135.99986202022,167.913058151692,157.468936621206,206.834719960473,191.058579074151,236.518827966606,132.512209099577,128.568334674901,198.632289587237,210.335487141331,193.190515742823,212.304609590702,221.687862998116,214.906100041823,300.979611420472,298.050940148864
"CLUG_00002T0",70.944129000856,65.2433942580831,21.7767245631274,22.5590566347972,107.719340034215,103.115506819511,12.5223174782683,25.5000175563186,74.8336775832663,88.7192341208383,35.3667715619743,31.629677039076,106.579108959825,94.2756373629314,20.392811451387,32.5629711878441,107.193771169553,99.3006559899085,53.4484217085072,56.2307281394744,88.3411391993695,86.206820436499,44.5301285178798,39.3526155457043
"CLUG_00003T0",41.7577408973417,39.9828536273228,5.33400769189686,7.1899664184531,58.9422010308281,49.1594451254873,6.49153824611222,8.60219473328508,37.0441951078218,45.0244007098528,7.17987345326854,7.56710329095673,33.1295149930288,35.4934810312707,7.50612849402686,11.966793295182,39.7322987985922,51.5697363732429,2.36579120484608,3.289209400473,35.862594307433,35.4219102713167,2.09089532926612,2.0583079340285
"CLUG_00004T0",214.469154326237,255.283907821995,13.7270728002292,14.5540716957614,202.561762462532,181.61928405038,13.2171100647356,20.7454007657638,218.556132443251,209.37084790579,15.6987529762076,18.9404614631951,154.068431183095,126.980859783851,37.2219194516134,38.4558422341435,160.539247546056,165.263190762089,11.0801065382852,10.7623413560494,135.416018418723,141.019643498781,7.72050786923562,5.29552630839099
"CLUG_00005T0",64.2587407277816,50.5635999454551,11.0176512726808,11.6550493397308,96.6235439588757,91.8256630325211,10.6224942248557,14.7919905251192,69.8769761975664,78.0568735304153,13.1686585896236,19.8322426585696,79.6393192393402,75.4526883952345,16.2894131508691,31.8433525847501,90.5490027599876,79.2278847217569,29.0717262264881,32.9176822591109,74.5471064134252,70.1960668704078,17.8564964831654,13.061707638227
"CLUG_00006T0",35.0349368016334,31.0046671918237,14.718037853656,13.1341327402011,76.2205712968411,67.5417076411441,8.26723158132816,16.6683223038697,50.0152953655021,65.0812169660458,15.2139345928675,18.0036936046751,66.3228383241446,53.8277009789884,19.4170575742769,31.0900861420914,66.564573621121,57.8928689082549,23.0427608346499,32.3962832737709,57.3353352131143,56.7579446258989,18.1285072453443,14.1841273394006
"CLUG_00007T0",35.2622107159774,31.5919336191337,4.13856729137733,3.55534854747429,45.1500186981674,47.0143474313992,4.37499016810087,5.74839790975234,33.3824806270479,38.3105214092809,4.68430084984185,4.71170350124157,33.9542037813288,30.9527184180108,7.03119677858186,11.5541808428201,42.9821359204067,36.566959545357,3.84132815012179,4.84665377329935,38.6805530773048,33.9098588877595,3.90769227955137,3.36616160246042
"CLUG_00008T0",19.6989802169567,12.667547602326,6.8789822810704,5.69141383408522,22.8057408269285,22.3457856145174,5.55708792050036,10.5247181077465,18.6268123599761,21.0623403690122,6.09607660419364,8.66326807196185,20.1965743898673,20.126084604804,9.99335301336744,15.6771820087081,22.6462992451894,23.6316429285894,9.68795757723454,13.4004931676482,20.6567808725331,19.7226770093012,19.0406139346421,18.8245629369154
"CLUG_00009T0",38.1141940083016,22.1622303556807,18.27433363238,19.339802177379,39.313552518541,40.906515895662,16.8400649629478,31.3211161520323,26.3714455957797,36.0442138140969,24.767847964279,25.9140266182175,43.390190064147,48.9863134983507,12.0586457334872,20.6198077387933,42.5042252386208,49.753039021267,41.7496989465145,43.3629902800756,43.4625369003251,49.383548680047,103.180291053253,100.896542949939
"CLUG_00010T0",28.4317612972377,22.3318395587643,13.4406832613953,14.2761590144564,31.9070337062207,42.1397525392037,16.5633648150708,27.2635900337711,26.0757390115195,34.9216112104404,18.1687100678508,24.8068627064269,32.1797105544335,30.7719492674148,13.510267942918,14.1562090934561,40.1165083724526,38.9412116663938,17.3967105343354,25.7777732213508,47.0484465514269,46.2190320479687,47.7285136353255,41.4918184236417
"CLUG_00011T0",26.1587425500197,21.4933565360909,12.2347763158634,12.7969020044409,31.4069338092176,37.0119554562163,14.3183944905791,12.2305778848312,24.9710075829264,31.8189501957274,13.9323358888052,17.4421495074905,49.5583989741008,65.7800530728214,18.014939612854,18.1536028011633,42.280665630068,41.8804306294718,23.6348777983951,32.1644554426221,40.7612955635118,42.0828977069202,28.329964826029,31.4791396807203
"CLUG_00012T0",9.25159852914703,3.93635428444075,3.74783134233653,4.2317807195943,24.4644599446816,16.8990224851949,3.13545119894643,5.86764651514562,9.60595322739734,14.7052071635612,4.39827768624955,4.21743132879128,20.7677057548137,19.4030173646388,10.0941647531151,11.7923710460937,24.0838667672767,18.7247329944227,1.52472224942397,1.86688434553174,14.9727976609878,14.4690986335498,2.58219709400261,2.86744500148972
"CLUG_00013T0",22.3119681503234,17.0101098353517,111.597261977341,102.017155648697,32.9877133405485,34.3026386556274,178.348859428837,141.008247323497,25.076845468457,25.3310316052566,70.7227199035222,77.4946214883574,41.4292102982614,40.5453320379499,241.718160648102,207.302389345048,39.5707896964954,43.3549413109221,64.2465783056446,56.9434504016086,65.4570645508824,64.3146533906898,88.6045009259886,95.8233151328117
"CLUG_00014T0",38.4311134772142,29.8661859655706,17.2472818261038,17.6090875139002,30.7170228714285,36.1434163288463,26.8075895396689,56.2793387501174,38.5180768124883,32.5535820697338,14.7925088022152,20.6385037016969,47.29226232597,47.5969722212622,81.165743231163,94.4586503680795,41.3257110055317,40.2476557474133,19.7580305241817,22.9254857447466,45.8436613293482,49.8636978756199,50.8386684974492,47.8990207395414
